Dialect_Name,Dialect_Sentence,English_Translation,Hindi_Translation
Konkani,"आमचे लेखक खूब विचारवंत आसात, आनी ते वेगवेगळ्या विषयांचेर खूब विचार करतात, आनी ते समाजाक बरो मार्ग दाखयतात, आनी ते लोकांक मोटिव्हेट करतात, आनी ते पुस्तकां बरोवन लोकांक ज्ञान दितात, आनी ते साहित्याच्या क्षेत्रात खूब नाव कमयतात, आनी ते साहित्याक जिवंत दवरपाक खूब मदत करतात, आनी म्हाका आमचे लेखकांचो अभिमान आसा, आनी म्हाका आमचे लेखक खूब आवडटात.","Our writers are very thoughtful, and they tnk a lot about different subjects, and they show the society the right path, and they motivate people, and they give knowledge to people by writing books, and they earn a lot of name in the field of literature, and they help a lot to keep literature alive, and I am proud of our writers, and I like our writers very much.","हमारे लेखक बहुत विचारक हैं, और वे विभिन्न विषयों पर बहुत विचार करते हैं, और वे समाज को सही रास्ता दिखाते हैं, और वे लोगों को मोटिवेट करते हैं, और वे पुस्तकें लिखकर लोगों को ज्ञान देते हैं, और वे साहित्य के क्षेत्र में बहुत नाम कमाते हैं, और वे साहित्य को जीवित रखने में बहुत मदद करते हैं, और मुझे अपने लेखकों पर गर्व है, और मुझे अपने लेखक बहुत पसंद हैं।"
Konkani,"म्हाका संगीत आयकपाक खूब आवडटा, कारण संगीत म्हाका रिलॅक्स करता, आनी संगीत म्हाका आनंद दिता, आनी संगीत म्हाका देवा कडेन जोडता, आनी संगीत म्हाका भावना व्यक्त करपाक मदत करता, आनी म्हाका संगीत आयकून खूब शांती मेळयता, आनी म्हाका संगीताचो खूब शोक आसा, आनी म्हाका एक बरो संगीतकार जावपाची इच्छा आसा, आनी म्हाका वेगवेगळ्या संगीत कार्यक्रमांत भाग घेवपाक मेळटा, आनी म्हाका संगीत शिकपाक खूब आवडटा.","I like to listen to music very much, because music relaxes me, and music gives me joy, and music connects me to God, and music helps me to express emotions, and I get a lot of peace by listening to music, and I have a great passion for music, and I have a desire to become a very good musician, and I get to participate in different music programs, and I like to learn music very much.","मुझे संगीत सुनना बहुत पसंद है, क्योंकि संगीत मुझे रिलैक्स करता है, और संगीत मुझे आनंद देता है, और संगीत मुझे भगवान से जोड़ता है, और संगीत मुझे भावनाएं व्यक्त करने में मदद करता है, और मुझे संगीत सुनकर बहुत शांति मिलती है, और मुझे संगीत का बहुत शौक है, और मेरी एक बहुत अच्छा संगीतकार बनने की इच्छा है, और मुझे विभिन्न संगीत कार्यक्रमों में भाग लेने को मिलता है, और मुझे संगीत सीखना बहुत पसंद है।"
Konkani,"आयज गांवांत खूब शांतता आसा, कारण आयज गांवच्या लोकांक सुट्टी आसा, आनी सगळे लोक आपल्या घरांत आराम करतले, आनी गांवांत कोणाय गडबड गोंधळ ना, आनी म्हाका गांवांत शांत वातावरणात वेळ स्पेंड करपाक खूब आवडटा, आनी म्हाका गांवांत रिलॅक्स आनी शांत दिसता, आनी म्हाका गांवांत खूब मजा येता, आनी म्हाका गांवाचो खूब अभिमान आसा.","Today there is a lot of peace in the village, because today is a holiday for the people of the village, and all people will relax in their homes, and there is no noise in the village, and I like to spend time in a peaceful atmosphere in the village very much, and I feel relaxed and calm in the village, and I enjoy the village very much, and I am very proud of the village.","आज गाँव में बहुत शांति है, क्योंकि आज गांव के लोगों की छुट्टी है, और सब लोग अपने घरों में आराम करेंगे, और गांव में कोई शोर-शराबा नहीं है, और मुझे गांव में शांत वातावरण में समय बिताना बहुत पसंद है, और मुझे गांव में रिलैक्स और शांत महसूस होता है, और मुझे गांव में बहुत मज़ा आता है, और मुझे गांव पर बहुत गर्व है।"
Konkani,"हांव सकाळी व्यायाम करता, कारण व्यायाम म्हाका फिट आनी हेल्दी रावपाक मदत करता, आनी व्यायाम म्हाका ऊर्जा दिता, आनी व्यायाम म्हाका रिलॅक्स करता, आनी व्यायाम म्हाका सकारात्मक विचार करपाक शिकयता, आनी म्हाका व्यायाम करून खूब आनंद मेळयता, आनी म्हाका व्यायाम करपाक खूब आवडटा, आनी म्हाका वेगवेगळ्या प्रकारचे व्यायाम करपाक आवडटा, आनी म्हाका व्यायाम करून खूब फ्रेश फील जाता.","I exercise in the morning, because exercise helps me to stay fit and healthy, and exercise gives me energy, and exercise relaxes me, and exercise teaches me to tnk positively, and I get a lot of joy by exercising, and I like to exercise very much, and I like to do different types of exercises, and I feel very fresh by exercising.","मैं सुबह व्यायाम करता हूँ, क्योंकि व्यायाम मुझे फिट और हेल्दी रहने में मदद करता है, और व्यायाम मुझे ऊर्जा देता है, और व्यायाम मुझे रिलैक्स करता है, और व्यायाम मुझे सकारात्मक सोचने के लिए सिखाता है, और मुझे व्यायाम करके बहुत आनंद मिलता है, और मुझे व्यायाम करना बहुत पसंद है, और मुझे विभिन्न प्रकार के व्यायाम करना पसंद है, और मुझे व्यायाम करके बहुत फ्रेश फील होता है।"
Konkani,"म्हाका कोंकणी कविता खूब आवडटात, कारण कोंकणी कविता आपल्या संस्कृती आनी परंपरेक खूब मान दितात, आनी कोंकणी कविता सामाजिक संदेश दितात, आनी कोंकणी कविता मनोरंजक आनी informative आसतात, आनी म्हाका कोंकणी कविता वाचून खूब आनंद मेळयता, आनी म्हाका कोंकणी कविता संस्कृती जतनाय घेवची आसा, आनी म्हाका कोंकणी कविता फुडल्या पिळगेंक पास करची आसा, आनी म्हाका कोंकणी कविता बरोवपाक खूब आवडटा, आनी म्हाका कोंकणी कविता आयकपाक खूब आवडटा, आनी म्हाका कोंकणी कविता म्हणपाक खूब आवडटा.","I like Konkani poems very much, because Konkani poems respect our culture and tradition very much, and Konkani poems give social messages, and Konkani poems are entertaining and informative, and I get a lot of joy by reading Konkani poems, and I want to preserve Konkani poem culture, and I want to pass on Konkani poems to the next generation, and I like to write Konkani poems very much, and I like to listen to Konkani poems very much, and I like to recite Konkani poems very much.","मुझे कोंकणी कविताएँ बहुत पसंद हैं, क्योंकि कोंकणी कविताएँ हमारी संस्कृति और परंपरा का बहुत सम्मान करती हैं, और कोंकणी कविताएँ सामाजिक संदेश देती हैं, और कोंकणी कविताएँ मनोरंजक और इंफॉर्मेटिव होती हैं, और मुझे कोंकणी कविताएँ पढ़कर बहुत आनंद मिलता है, और मैं कोंकणी कविता संस्कृति को संरक्षित करना चाहता हूँ, और मैं कोंकणी कविताएँ अगली पीढ़ी को सौंपना चाहता हूँ, और मुझे कोंकणी कविताएँ लिखना बहुत पसंद है, और मुझे कोंकणी कविताएँ सुनना बहुत पसंद है, और मुझे कोंकणी कविताएँ कहना बहुत पसंद है।"
Konkani,"हांव सकाळी उठून चहा घेता आनी उपरांत वर्तमानपत्र वाचता, आनी उपरांत व्यायाम करता आनी उपरांत न्हावन जेवण घेता, आनी उपरांत कामाक वता आनी सायंकाळार घरा येवन कुटुंबा वांगडा वेळ स्पेंड करता आनी राती जेवण घेवन लवकर न्हिदता, आनी म्हाका ही दिनचर्या खूब आवडटा आनी म्हाका ही दिनचर्या फॉलो करपाक खूब आनंद मेळयता आनी म्हाका ही दिनचर्या फॉलो करून खूब फ्रेश आनी हेल्दी दिसता.","I wake up in the morning and have tea and then read the newspaper, and then exercise and then take a bath and have food, and then go to work and come home in the evening and spend time with family and have dinner and sleep early, and I like ts daily routine very much and I get a lot of joy in following ts daily routine and I feel very fresh and healthy by following ts daily routine.","मैं सुबह उठकर चाय पीता हूँ और फिर अखबार पढ़ता हूँ, और फिर व्यायाम करता हूँ और फिर नहाकर भोजन करता हूँ, और फिर काम पर जाता हूँ और शाम को घर आकर परिवार के साथ समय बिताता हूँ और रात का भोजन करके जल्दी सो जाता हूँ, और मुझे यह दैनिक दिनचर्या बहुत पसंद है और मुझे यह दैनिक दिनचर्या फॉलो करने में बहुत आनंद मिलता है और मुझे यह दैनिक दिनचर्या फॉलो करके बहुत फ्रेश और हेल्दी महसूस होता है।"
Konkani,म्हाका नुस्तें खूब आवडटा पूण आयज म्हाका नुस्तें विकतें घेवपाक वेळ ना म्हणून हांव भाजीपाला विकतें घेवन भाजीपाला आनी पालेभाजी जेवण तयार करतलो आनी कुटुंबा वांगडा जेवण करतलो आनी उपरांत सिनेमा बघपाक वतलो आनी म्हाका सिनेमा बघपाक खूब आवडटा आनी म्हाका कुटुंबा वांगडा वेळ स्पेंड करपाक खूब आनंद मेळटलो आनी म्हाका आयजचो दीस खूब यशस्वी आनी आनंदी करपाची इच्छा आसा.,I like fish very much but today I don't have time to buy fish so I will buy vegetables and prepare vegetable and leafy vegetable food and have food with family and then go to watch cinema and I like to watch cinema very much and I will get a lot of joy in spending time with family and I have a desire to make today's day very successful and happy.,मुझे मछली बहुत पसंद है लेकिन आज मेरे पास मछली खरीदने का समय नहीं है इसलिए मैं सब्जियां खरीदकर सब्जियां और पत्तेदार सब्जियों का भोजन तैयार करूंगा और परिवार के साथ भोजन करूंगा और फिर सिनेमा देखने जाऊंगा और मुझे सिनेमा देखना बहुत पसंद है और मुझे परिवार के साथ समय बिताने में बहुत आनंद मिलेगा और मेरी आज का दिन बहुत सफल और खुशहाल बनाने की इच्छा है।
Konkani,आयज म्हाका कामाक वचपाक नाका कारण आयज म्हजे सुट्टी आसा आनी म्हाका घरांत आराम करपाक आसा आनी म्हाका पुस्तक वाचपाक आसा आनी म्हाका संगीत आयकपाक आसा आनी म्हाका सिनेमा बघपाक आसा आनी म्हाका वेगवेगळ्या जाग्यांक भोंवपाक वचपाक आसा आनी म्हाका वेगवेगळ्या वस्तू विकतें घेवपाक वचपाक आसा आनी म्हाका वेगवेगळ्या लोकांक भेटपाक वचपाक आसा आनी म्हाका आयजचो दीस खूब रिलॅक्स आनी शांत करपाची इच्छा आसा.,I don't want to go to work today because today is my holiday and I have to relax at home and I have to read books and I have to listen to music and I have to watch cinema and I have to go to wander in different places and I have to go to buy different items and I have to go to meet different people and I have a desire to make today's day very relaxed and peaceful.,आज मुझे काम पर नहीं जाना है क्योंकि आज मेरी छुट्टी है और मुझे घर पर आराम करना है और मुझे पुस्तक पढ़नी है और मुझे संगीत सुनना है और मुझे सिनेमा देखना है और मुझे विभिन्न जगहों पर घूमने जाना है और मुझे विभिन्न वस्तुएं खरीदने जाना है और मुझे विभिन्न लोगों से मिलने जाना है और मेरी आज का दिन बहुत रिलैक्स और शांत करने की इच्छा है।
Konkani,आमचें घर खूब व्हड आसा आनी घराच्या भोंवतणी खूब झाडं आनी फुलझाडं आसात आनी घराच्या देगेर एक न्हंय व्हांवता आनी घराच्या लागीं एक देवूळ आसा आनी घराच्या भोंवतणी खूब शांत वातावरण आसा आनी म्हाका आमचे घर खूब आवडटा आनी म्हाका आमचे घरात रावपाक खूब आनंद मेळयता आनी म्हाका आमचे घराचो अभिमान आसा आनी म्हाका आमचे घर जगांत सगळ्यांत सुंदर दिसता आनी म्हाका आमचे घरा कडेन खूब प्रेम आसा.,Our house is very big and there are many trees and flower plants around the house and a river flows near the house and there is a temple near the house and there is a very peaceful atmosphere around the house and I like our house very much and I get a lot of joy in living in our house and I am proud of our house and our house looks the most beautiful in the world to me and I have great love for our house.,हमारा घर बहुत बड़ा है और घर के चारों ओर बहुत सारे पेड़ और फूल वाले पौधे हैं और घर के किनारे एक नदी बहती है और घर के पास एक मंदिर है और घर के चारों ओर बहुत शांत वातावरण है और मुझे हमारा घर बहुत पसंद है और मुझे हमारे घर में रहने में बहुत आनंद मिलता है और मुझे हमारे घर पर गर्व है और हमारा घर मुझे दुनिया में सबसे सुंदर दिखता है और मुझे अपने घर से बहुत प्रेम है।
Konkani,तो खूब हुशार चलो आसा आनी तो सगळ्या परीक्षेत खूब बरे मार्क्स मेळयता आनी तो सगळ्या शिक्षकांचो आवडतो विद्यार्थी आसा आनी तो सगळ्या विद्यार्थ्यांक खूब मदत करता आनी तो शाळेत सगळ्या कार्यक्रमांत भाग घेता आनी तो शाळेत खूब नाव कमयला आनी तो शाळेचो गर्व आसा आनी तो आपल्या कुटुंबाचो आनी देशाचो नाव रोशन करतलो आनी ताका खूब मोठे जावपाची इच्छा आसा आनी ताका सगळ्या लोकांची सेवा करपाची खूब आवड आसा.,He is a very clever boy and he gets very good marks in all the exams and he is a favorite student of all the teachers and he helps all the students very much and he participates in all programs in the school and he has earned a lot of name in the school and he is the pride of the school and he will glorify the name of s family and country and he has a desire to become very big and he has a great love to serve all the people.,वह बहुत होशियार लड़का है और वह सभी परीक्षाओं में बहुत अच्छे अंक प्राप्त करता है और वह सभी शिक्षकों का पसंदीदा छात्र है और वह सभी छात्रों की बहुत मदद करता है और वह स्कूल में सभी कार्यक्रमों में भाग लेता है और उसने स्कूल में बहुत नाम कमाया है और वह स्कूल का गर्व है और वह अपने परिवार और देश का नाम रोशन करेगा और उसकी बहुत बड़ा होने की इच्छा है और उसकी सभी लोगों की सेवा करने की बहुत इच्छा है।
Konkani,ती खूब सुंदर बायल आसा आनी ती सगळ्या लोकांक खूब मदत करता आनी ती सगळ्या दुखी लोकांक खूब आधार दिता आनी ती सगळ्या गरीब लोकांक खूब दानधर्म करता आनी ती सगळ्यां वांगडा खूब मोवाळ आनी मनमिळावणी रितीन बोलता आनी ती सगळ्या लोकांची खूब काळजी घेता आनी लोक तिका खूब मान दितात आनी तिची खूब इज्जत करतात आनी सगळे लोक तिका खूब आवडटात आनी तिची खूब प्रशंसा करतात आनी ती सगळ्या लोकांक खूब प्रेम दिता आनी ती एक देवदुता सारकी आसा.,She is a very beautiful woman and she helps all people a lot and she gives a lot of support to all suffering people and she donates a lot to all poor people and she speaks very gently and friendly with everyone and she takes great care of all people and people respect her very much and they respect her very much and all people like her very much and they praise her very much and she gives a lot of love to all people and she is like an angel.,वह बहुत सुंदर महिला है और वह सभी लोगों की बहुत मदद करती है और वह सभी दुखी लोगों को बहुत सहारा देती है और वह सभी गरीब लोगों को बहुत दान-धर्म करती है और वह सभी के साथ बहुत कोमल और मिलनसार तरीके से बोलती है और वह सभी लोगों की बहुत देखभाल करती है और लोग उसका बहुत सम्मान करते हैं और उसकी बहुत इज्जत करते हैं और सब लोग उसे बहुत पसंद करते हैं और उसकी बहुत प्रशंसा करते हैं और वह सभी लोगों को बहुत प्यार देती है और वह एक देवदूत जैसी है।
Konkani,आमची शाळा घरा लागीं आसा आनी हांव रोज चलत शाळेक वता आनी म्हाका चलत शाळेक वचपाक खूब आवडटा कारण म्हाका फ्रेश हवा मिलता आनी म्हाका निसर्गाच्या सोबतीत चलपाक खूब आवडटा आनी म्हाका चलत शाळेक वचून खूब फ्रेश आनी हेल्दी दिसता आनी म्हाका चलत शाळेक वचून खूब मजा येता आनी म्हाका चलत शाळेक वचून खूब आनंद मेळयता आनी म्हाका चलत शाळेक वचून म्हजे विचार स्पष्ट जातात आनी म्हाका चलत शाळेक वचून म्हजे आरोग्य सुधारता.,Our school is near the house and I go to school walking every day and I like to go to school walking very much because I get fresh air and I like to walk in the beauty of nature very much and I feel very fresh and healthy by going to school walking and I enjoy going to school walking very much and I get a lot of joy by going to school walking and my thoughts become clear by going to school walking and my health improves by going to school walking.,हमारा स्कूल घर के पास है और मैं रोज पैदल स्कूल जाता हूँ और मुझे पैदल स्कूल जाना बहुत पसंद है क्योंकि मुझे ताज़ी हवा मिलती है और मुझे प्रकृति की सुंदरता में चलना बहुत पसंद है और मुझे पैदल स्कूल जाकर बहुत फ्रेश और हेल्दी महसूस होता है और मुझे पैदल स्कूल जाकर बहुत मज़ा आता है और मुझे पैदल स्कूल जाकर बहुत आनंद मिलता है और मेरे विचार पैदल स्कूल जाकर स्पष्ट हो जाते हैं और मेरा स्वास्थ्य पैदल स्कूल जाकर बेहतर होता है।
Konkani,म्हाका कोंकणी शिकपाक आवडटा कारण ती आमची मायभास आसा आनी म्हाका आमची संस्कृती आनी परंपरा जतनाय घेवची आसा आनी फुडल्या पिळगेंक ती पास करची आसा आनी म्हाका कोंकणी भाषेचो अभिमान आसा आनी म्हाका कोंकणी भाषे कडेन खूब प्रेम आसा आनी म्हाका कोंकणी भाषेचेर खूब गर्व आसा आनी म्हाका कोंकणी भाषेचो प्रसार करपाची इच्छा आसा आनी म्हाका कोंकणी भाषेचेर खूब साहित्य तयार करपाची इच्छा आसा आनी म्हाका कोंकणी भाषेचो वापर करपाक खूब आवडटा आनी म्हाका कोंकणी भाषेचो अभ्यास करपाक खूब आवडटा.,I like to learn Konkani because it is our mother tongue and I want to preserve our culture and tradition and pass it on to the next generation and I am proud of Konkani language and I have great love for Konkani language and I am very proud of Konkani language and I have a desire to spread Konkani language and I have a desire to create a lot of literature in Konkani language and I like to use Konkani language very much and I like to study Konkani language very much.,मुझे कोंकणी सीखना पसंद है क्योंकि यह हमारी मातृभाषा है और मैं अपनी संस्कृति और परंपरा को संरक्षित करना चाहता हूँ और उसे अगली पीढ़ी को सौंपना चाहता हूँ और मुझे कोंकणी भाषा पर गर्व है और मुझे कोंकणी भाषा से बहुत प्रेम है और मुझे कोंकणी भाषा पर बहुत गर्व है और मेरी कोंकणी भाषा का प्रसार करने की इच्छा है और मेरी कोंकणी भाषा में बहुत साहित्य तैयार करने की इच्छा है और मुझे कोंकणी भाषा का उपयोग करना बहुत पसंद है और मुझे कोंकणी भाषा का अध्ययन करना बहुत पसंद है।
Konkani,आयज हवामान खूब गरम आसा आनी सूर्य खूब तापता म्हणून हांव घरा भायर वचपाक सोदना आनी घरांत थंड पेय घेवन आराम करतलो आनी म्हाका पुस्तक वाचपाक आसा आनी म्हाका संगीत आयकपाक आसा आनी म्हाका सिनेमा बघपाक आसा आनी म्हाका वेगवेगळ्या गेम्स खेळपाक आसा आनी म्हाका कुटुंबा वांगडा वेळ स्पेंड करपाक आसा आनी म्हाका आयजचो दीस खूब रिलॅक्स आनी शांत करपाची इच्छा आसा आनी म्हाका आयजचो दीस घरांत कुटुंबा वांगडा मजा करून स्पेंड करपाची इच्छा आसा.,Today the weather is very hot and the sun is very hot so I don't want to go out of the house and I will relax at home by drinking cold drinks and I have to read books and I have to listen to music and I have to watch cinema and I have to play different games and I have to spend time with family and I have a desire to make today's day very relaxed and peaceful and I have a desire to spend today's day having fun with family at home.,आज मौसम बहुत गर्म है और सूरज बहुत तप रहा है इसलिए मैं घर से बाहर नहीं जाना चाहता और मैं घर पर ठंडे पेय पीकर आराम करूंगा और मुझे पुस्तक पढ़नी है और मुझे संगीत सुनना है और मुझे सिनेमा देखना है और मुझे विभिन्न गेम्स खेलने हैं और मुझे परिवार के साथ समय बिताना है और मेरी आज का दिन बहुत रिलैक्स और शांत करने की इच्छा है और मेरी आज का दिन घर पर परिवार के साथ मज़ा करके बिताने की इच्छा है।
Konkani,हांव सायकल चलोवंक शिकता आनी म्हाका सायकल चलोवंक खूब मजा येता आनी हांव रोज सायकल चलोवपाची प्रॅक्टिस करता कारण म्हाका सायकल चलोवन खूब लांब वचपाची इच्छा आसा आनी म्हाका सायकल चलोवन वेगवेगळ्या जाग्यांक भोंवपाक वचपाची इच्छा आसा आनी म्हाका सायकल चलोवन निसर्गाच्या सोबतीत भोंवपाक खूब आवडटा आनी म्हाका सायकल चलोवन म्हजे आरोग्य सुधारपाची इच्छा आसा आनी म्हाका सायकल चलोवन खूब फिट आनी हेल्दी रावपाची इच्छा आसा आनी म्हाका सायकल चलोवन खूब मजा करपाची इच्छा आसा.,I am learning to ride a bicycle and I enjoy riding a bicycle very much and I practice riding a bicycle every day because I have a desire to go very far riding a bicycle and I have a desire to go to wander in different places riding a bicycle and I like to wander in the beauty of nature very much riding a bicycle and I have a desire to improve my health riding a bicycle and I have a desire to stay very fit and healthy riding a bicycle and I have a desire to have a lot of fun riding a bicycle.,मैं साइकिल चलाना सीख रहा हूँ और मुझे साइकिल चलाना बहुत मज़ा आता है और मैं रोज साइकिल चलाने का अभ्यास करता हूँ क्योंकि मेरी साइकिल चलाकर बहुत दूर जाने की इच्छा है और मेरी साइकिल चलाकर विभिन्न जगहों पर घूमने जाने की इच्छा है और मुझे साइकिल चलाकर प्रकृति की सुंदरता में घूमना बहुत पसंद है और मेरी साइकिल चलाकर अपना स्वास्थ्य बेहतर बनाने की इच्छा है और मेरी साइकिल चलाकर बहुत फिट और हेल्दी रहने की इच्छा है और मेरी साइकिल चलाकर बहुत मज़ा करने की इच्छा है।
Konkani,म्हाका सिनेमा वेगीन सोडो नाका कारण ही फिल्म खूब इंटरेस्टिंग आसा आनी म्हाका फिल्मची कहाणी खूब आवडटा आनी म्हाका फिल्मचे कलाकार खूब आवडटात आनी म्हाका फिल्मचे दिग्दर्शक खूब आवडटात आनी म्हाका फिल्मचे संगीत खूब आवडटा आनी म्हाका फिल्मचे संवाद खूब आवडटात आनी म्हाका फिल्मचे लोकेशन खूब आवडटा आनी म्हाका फिल्मचे costumes खूब आवडटात आनी म्हाका फिल्मचे action scenes खूब आवडटात आनी म्हाका फिल्मचे comedy scenes खूब आवडटात.,I don't want the movie to end soon because ts film is very interesting and I like the story of the film very much and I like the actors of the film very much and I like the director of the film very much and I like the music of the film very much and I like the dialogues of the film very much and I like the locations of the film very much and I like the costumes of the film very much and I like the action scenes of the film very much and I like the comedy scenes of the film very much.,मैं नहीं चाहता कि फिल्म जल्दी खत्म हो जाए क्योंकि यह फिल्म बहुत इंटरेस्टिंग है और मुझे फिल्म की कहानी बहुत पसंद है और मुझे फिल्म के कलाकार बहुत पसंद हैं और मुझे फिल्म के निर्देशक बहुत पसंद हैं और मुझे फिल्म का संगीत बहुत पसंद है और मुझे फिल्म के संवाद बहुत पसंद हैं और मुझे फिल्म के लोकेशन बहुत पसंद हैं और मुझे फिल्म के कॉस्ट्यूम्स बहुत पसंद हैं और मुझे फिल्म के एक्शन सीन्स बहुत पसंद हैं और मुझे फिल्म के कॉमेडी सीन्स बहुत पसंद हैं।
Konkani,आमचो गांव खूब शांत आसा आनी गांवाच्या भोंवतणी खूब हिरवळ आसा आनी गांवच्या लोकांचो स्वभाव खूब मोवाळ आसा आनी गांवांत खूब देवळां आनी तळे आसात आनी गांवांत खूब शांत वातावरण आसा आनी म्हाका आमचो गांव खूब आवडटा आनी म्हाका आमचे गांवांत रावपाक खूब आनंद मेळयता आनी म्हाका आमचे गांवाचो अभिमान आसा आनी म्हाका आमचो गांव जगांत सगळ्यांत सुंदर दिसता आनी म्हाका आमचे गांवा कडेन खूब प्रेम आसा आनी म्हाका आमचो गांव कधीच विसरपाक नाका.,Our village is very peaceful and there is a lot of greenery around the village and the nature of the people of the village is very gentle and there are many temples and ponds in the village and there is a very peaceful atmosphere in the village and I like our village very much and I get a lot of joy in living in our village and I am proud of our village and our village looks the most beautiful in the world to me and I have great love for our village and I never want to forget our village.,हमारा गाँव बहुत शांत है और गाँव के चारों ओर बहुत हरियाली है और गाँव के लोगों का स्वभाव बहुत कोमल है और गाँव में बहुत सारे मंदिर और तालाब हैं और गाँव में बहुत शांत वातावरण है और मुझे हमारा गाँव बहुत पसंद है और मुझे हमारे गांव में रहने में बहुत आनंद मिलता है और मुझे हमारे गांव पर गर्व है और हमारा गांव मुझे दुनिया में सबसे सुंदर दिखता है और मुझे अपने गांव से बहुत प्रेम है और मैं अपने गांव को कभी भूलना नहीं चाहता।
Konkani,तो क्रिकेट खूब बरो खेळटा आनी तो टीम कॅप्टन आसा आनी तो आपल्या टीमक खूब बरे तरेन लीड करता आनी ताची टीम खूब वेळां जिंकता आनी तो खूब बरे गोल मारता आनी ताचे खेळणे लोक खूब आवडटात आनी ताका खूब चाहते आसात आनी ताका क्रिकेट खेळपाचो खूब शोक आसा आनी ताका क्रिकेट खेळून खूब आनंद मेळयता आनी ताका क्रिकेट खेळून खूब नाव कमयपाची इच्छा आसा आनी ताका आपल्या देशा खातीर क्रिकेट खेळपाची इच्छा आसा.,He plays cricket very well and he is the team captain and he leads s team very well and s team wins many times and he scores very good goals and people like s playing very much and he has many fans and he has a great passion for playing cricket and he gets a lot of joy by playing cricket and he has a desire to earn a lot of name by playing cricket and he has a desire to play cricket for s country.,वह क्रिकेट बहुत अच्छा खेलता है और वह टीम का कप्तान है और वह अपनी टीम का बहुत अच्छे तरीके से नेतृत्व करता है और उसकी टीम कई बार जीतती है और वह बहुत अच्छे गोल मारता है और लोगों को उसके खेलने को बहुत पसंद करते हैं और उसके बहुत चाहनेवाले हैं और उसे क्रिकेट खेलने का बहुत शौक है और उसे क्रिकेट खेलकर बहुत आनंद मिलता है और उसकी क्रिकेट खेलकर बहुत नाम कमाने की इच्छा है और उसकी अपने देश के लिए क्रिकेट खेलने की इच्छा है।
Konkani,ती खूब गोड गाणी गायता आनी तिचो आवाज खूब मधुर आसा आनी लोक तिची गाणी आयकपाक खूब आवडटात आनी तिची गाणी लोकांच्या मनाक शांती दितात आनी तिची गाणी लोकांक खूब आनंद दितात आनी तिची गाणी लोकांक खूब प्रेरणा दितात आनी तिची गाणी लोकांक खूब मोटिव्हेट करतात आनी तिची गाणी लोकांक खूब रिलॅक्स करतात आनी तिची गाणी लोकांक खूब फ्रेश करतात आनी तिची गाणी लोकांक खूब हेल्दी करतात.,She sings very sweet songs and her voice is very melodious and people like to listen to her songs very much and her songs give peace to people's minds and her songs give a lot of joy to people and her songs give a lot of inspiration to people and her songs motivate people a lot and her songs relax people a lot and her songs make people very fresh and her songs make people very healthy.,वह बहुत मधुर गाने गाती है और उसकी आवाज़ बहुत मधुर है और लोग उसके गाने सुनना बहुत पसंद करते हैं और उसके गाने लोगों के मन को शांति देते हैं और उसके गाने लोगों को बहुत आनंद देते हैं और उसके गाने लोगों को बहुत प्रेरणा देते हैं और उसके गाने लोगों को बहुत मोटिवेट करते हैं और उसके गाने लोगों को बहुत रिलैक्स करते हैं और उसके गाने लोगों को बहुत फ्रेश करते हैं और उसके गाने लोगों को बहुत हेल्दी करते हैं।
